venue_id,venue_lon,venue_lat,zone_id
ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,-73.9819472,40.767375,163
ven_386231727a6a50624d4c4b526b6f775a642d45556a54644a496843,-73.9979167,40.7238545,144
ven_3862337a354c4c54387375526b6f7759706a2d304951714a496843,-74.0161074,40.7715954,-1
ven_38645155503361334d3934526b6f7759355956627538384a496843,-73.9738201,40.7812654,239
ven_3866497051714e61656e4b526b6f7759683141556f5a544a496843,-73.9837269,40.7652697,163
ven_386953773374434b6b5269526b6f7732547950655a52534a496843,-73.9556674,40.7950494,43
ven_386b4c712d792d70556e33526b6f77596c5f66384652324a496843,-73.9777664,40.7613146,161
ven_4132676164315471633870526b6f775a3138534d6154384a496843,-73.9727283,40.7747067,43
ven_41434b554a474f30326d2d526b6f77594a6153713854734a496843,-73.9578732,40.7843958,236
ven_41546174395076324a4a4a526b6f77594a4b5a6d53634b4a496843,-73.9586941,40.784066,43
ven_415658356c724c57637158526b6f7759355966794556494a496843,-73.9739079,40.7793487,239
ven_41633250634c684c2d2d78526b6f775956567774752d6b4a496843,-73.9850222,40.7590077,230
ven_416b786c6558446c49774b526b6f7751427045636154504a496843,-74.0445004,40.6892494,103
ven_453338504841477742644e526b6f776135556f514566504a496843,-73.9774428,40.7525313,162
ven_454e4e686e4a7046453659526b6f775a6c3673525158614a496843,-73.9856644,40.7484405,164
,,,
ven_45566b4479733438494a61526b6f775952704d3242546a4a496843,-73.962656,40.776238,236
ven_45767a5a37493134595157526b6f775964324e424e65734a496843,-73.9895416,40.7772489,143
ven_495f6e76636f42494a6841526b6f77595650686c735f774a496843,-73.9825585,40.7718311,142
ven_495f727346415163724f64526b6f77325f784f413864794a496843,-73.9581866,40.7946276,43
ven_496166424b6e594d315673526b6f7759525073506f58434a496843,-73.9739882,40.7813241,239
ven_496e4a6a53637471707138526b6f7759706131473859524a496843,-73.9371559,40.7860427,-1
ven_496f786742743433746c6f526b6f773144646a306c39344a496843,-73.9712496,40.7677306,43
ven_49724965316452505f3148526b6f77594a35553366315f4a496843,-73.9697174,40.7778736,43
ven_49726b487a6d4b496a5538526b6f77593949365744396f4a496843,-73.973086,40.7817616,239
ven_497334794b377835486e55526b6f775964356c4b565f4a4a496843,-73.9614299,40.7807318,43
ven_497749695a725530395438526b6f7759355531676c786e4a496843,-73.9996076,40.7645266,50
ven_4d324566304a52446b6234526b6f77594e5f786c4d33344a496843,-73.9752549,40.7699272,43
ven_4d446b59594e4549377562526b6f77594a4651414151414a496843,-73.9864553,40.7563736,230
ven_4d457a4474397179337835526b6f7759704a46752d77734a496843,-73.9666848,40.7833641,43
ven_4d4f717065304438546963526b6f773244306d4c6f66624a496843,-73.9630756,40.8119008,166
ven_4d6775434b4f4f3239616a526b6f775a64414f333534334a496843,-73.9813971,40.7492258,170
ven_4d6a306b416131617a736f526b6f7759355f7a6d3155394a496843,-73.9786736,40.7587402,161
ven_4d6b635a66496d5f4e4974526b6f77595a66714b76536f4a496843,-73.9777708,40.7691242,43
ven_5131757937506d716a5656526b6f7759316265523959354a496843,-73.958712,40.778881,236
ven_51386f4f4968583076775f526b6f77327a6a56375230614a496843,-73.9618754,40.8038356,166
ven_51416f63306f39377a4475526b6f77594a716d65355a6d4a496843,-73.9589706,40.7829796,236
ven_514c6e7669624a33455f70526b6f775a703635674762764a496843,-73.9832326,40.7535965,164
ven_5159664733765259417939526b6f77325f534d6134346a4a496843,-73.9733333,40.7986111,151
ven_51613841453567574f656b526b6f7759564632656134394a496843,-73.9843095,40.7593411,230
ven_516e525873374354527751526b6f7759313477732d34394a496843,-73.9730363,40.7776379,43
ven_5532317551593261384446526b6f775946505f576a57614a496843,-73.9718335,40.767778,43
ven_554975514d79783467714d526b6f77594e706e4e6b7a414a496843,-73.9665454,40.7750361,43
ven_554f66576a594b6a744d5f526b6f775a467258773155664a496843,-74.0002611,40.7596581,246
ven_555234376f4f4f30364447526b6f775a4a7752465057654a496843,-73.975502,40.7516208,162
ven_5556474f56636f7565674c526b6f7759566c78494a516d4a496843,-73.9855426,40.7579747,230
ven_55613477334b4957707751526b6f77595a49654f5632364a496843,-73.977283,40.785877,239
ven_556242455a4d50646d7736526b6f775a7061734749664e4a496843,-74.0015034,40.7628574,50
ven_557258376d4e6e56463972526b6f7759526f6b6e5f796f4a496843,-73.9733078,40.7871344,238
ven_557a78624d425838544f65526b6f7759316569484d30554a496843,-73.9710197,40.7699742,43
ven_593850536c663139675869526b6f77595270364a4d334e4a496843,-74.0088629,40.7395877,158
ven_5945636445507078654d7a526b6f77594a71514e6c35304a496843,-73.9577863,40.7843384,236
ven_594c414b424e7861515470526b6f77327652734f6a54714a496843,-73.95147,40.7970821,43
ven_59525f746b6a5a6f755359526b6f77594634376336374d4a496843,-73.9780108,40.7931487,238
ven_595736565a6d62787a7330526b6f77326e4272346b774c4a496843,-73.9563139,40.7986444,43
ven_595a6f4263556f73586448526b6f7759705f6762495f334a496843,-73.9735497,40.7632705,163
ven_595f5f784d463266636a6f526b6f7759424a4272355a4a4a496843,-73.9700393,40.7831954,43
ven_596454514639324f565773526b6f77325f525975565a6c4a496843,-73.959232,40.7946676,43
ven_5972624350616238694f57526b6f77595a5a31725930354a496843,-73.9653964,40.7796358,43
ven_5977343532576353545439526b6f77594e49533662556b4a496843,-73.9718323,40.789259,238
ven_6347305f59664842696755526b6f77326e53475669362d4a496843,-73.9749861,40.7969447,238
ven_63665372715245346e7638526b6f775a786e72757a35634a496843,-73.9851761,40.7576207,230
ven_636849347a37534f62464c526b6f77596434644a7230494a496843,-73.9821618,40.7870938,239
ven_63754b4d63705f396c6968526b6f7759523172664f56384a496843,-73.9888338,40.7564269,100
ven_673150687856684b77546b526b6f775a644d68505162354a496843,-74.0047649,40.7479925,246
ven_673437695f797470675874526b6f7759396534667a58464a496843,-73.9690677,40.7794302,43
ven_67344e7669664177774743526b6f77594e767263427a654a496843,-73.9748418,40.7717813,43
ven_6743617a59472d4a564449526b6f77595a76734c6156794a496843,-73.9772285,40.7684641,43
ven_67495930554434326f3657526b6f7759785045763457554a496843,-73.9761953,40.7586117,161
ven_674a5830354e5572664339526b6f77326e42436652575f4a496843,-73.9561413,40.7977826,43
ven_6764666e625a435a654552526b6f77316a645f693539314a496843,-73.9331378,40.8140937,-1
ven_67664d4c43655043527777526b6f7759785f7774527a304a496843,-73.9733474,40.7574631,162
ven_67665544532d79346b3566526b6f77594649706b4777544a496843,-73.9790084,40.7919925,238
ven_67696d56476149435f6965526b6f775a6c5a52445036524a496843,-73.9697743,40.7680433,237
ven_676a53423161456a363564526b6f773244555733565a364a496843,-73.9622491,40.8127856,166
ven_6772646250704a68513065526b6f77595a4f62595734794a496843,-73.9644024,40.7609038,141
ven_6b3733664d336870475547526b6f7759705a4146477a344a496843,-73.9655834,40.7825547,43
ven_6b586d396c7a675a304866526b6f775a5a6176523233704a496843,-73.9879992,40.7421951,234
ven_6b61692d6a414255627979526b6f776678716c5837364d4a496843,-74.0043787,40.7466458,68
ven_6b68703776545f78704e31526b6f7732334274596834694a496843,-73.9519089,40.7924939,75
ven_6b6d4f656b323831793364526b6f77594a6362353051624a496843,-73.958718,40.7651929,141
ven_6b75536349517175707875526b6f775a56516c42512d384a496843,-73.9752247,40.7451265,170
ven_6b7a72724d57625a307367526b6f7759565046364465454a496843,-73.9814889,40.7732389,142
ven_6f2d6e504338735f5f6656526b6f77596c5f656244784b4a496843,-73.9776216,40.7614327,161
ven_6f324e635f42314c477658526b6f7759746676475955634a496843,-73.9751349,40.7602157,161
ven_6f394669377a4466594d49526b6f775939664d4b7637654a496843,-73.9794087,40.7593495,161
ven_6f4b42787a706434525f76526b6f7759424a48384a39414a496843,-73.9709734,40.7822731,43
ven_6f705548536a3470353159526b6f7759527168733451624a496843,-73.9525284,40.7829399,236
ven_6f75512d4e737164414e37526b6f7759564a30584158554a496843,-73.96144,40.77634,236
ven_733950504e644550574537526b6f77327a42506e3037684a496843,-73.9524588,40.7936928,43
ven_734141687055567841634e526b6f77327a4255673054574a496843,-73.9514063,40.7931183,75
ven_73533764685f6d75566b6d526b6f77594a714f484c57594a496843,-73.957351,40.785334,236
ven_7366516c31652d4f4e436b526b6f7759314965613652694a496843,-73.9717784,40.7757544,43
ven_736d444f476c7279767844526b6f77326e53354b5639704a496843,-73.9764257,40.794717,238
ven_73723145754d4f78544171526b6f775a4e776c344636384a496843,-73.9783601,40.7516555,170
ven_737a4c6b5376744748712d526b6f77595a7039674a38624a496843,-73.963244,40.7794366,43
,,,
ven_7768585a615270346e454b526b6f7766426c2d4f312d4b4a496843,-73.9266429,40.7796852,-1
ven_7778775545424e486d7075526b6f7759465048596d644f4a496843,-73.9750243,40.7666397,43
